啊	啊	a·	不错啊，多美啊，快来啊，很好啊，小心啊	（助词）表示赞叹、惊叹、疑问、肯定、辩解、催促，停顿、列举等语气	
拉	拉	lā	拉车，拉扯，拉长，拉开，拉拢，拉锯，拉货，拉倒，拉拔，拉屎，拖拉，拉话，拉闲，拉关系，拉生意，拉交情，拉买卖，拉警报，拉肚子，拉胡琴，拉二胡，拉下水，拉家常，拉呱儿，拉舌头，手拉手，拉手风琴，拉小提琴	拖，扯，拔，拽，牵引	
邋	邋	lā	邋遢		
垃	垃	lā/lè	垃圾		
啷	啷	lāng			
捞	撈	lāu	捞鱼，打捞		
垒	壘	lěi	堡垒		
儡	儡	lěi	傀儡		
累	累	lěi	累及，连累，牵累，拖累	牵连，牵扯	
蕾	蕾	lěi	花蕾，蓓蕾，芭蕾		
磊	磊	lěi	磊落		
累	累	lěi	累积，累累，累次，累进，累犯，累年，危如累卵，成千累万，长年累月，日积月累，罪行累累	屡次，多次，接连；重叠，堆积，聚集	纍
耒	耒	lěi	耒耜	犁上的木把	
冷	冷	lěng	冷气，冰冷		
哩	哩	lī	哩哩啦啦	零零散散或断断续续的样子	
噜	嚕	lū	噜苏，嘟噜，咕噜		
撸	擼	lū		（方）捋；撤消，撤去职务；用手掌击	
隆	隆	lūng	轰隆，黑咕隆咚		
喇	喇	lǎ	喇叭，喇嘛		
揽	攬	lǎn	招揽，揽生意		
览	覽	lǎn	游览，浏览，阅览，博览，展览	观看，察看	
榄	欖	lǎn	橄榄		
缆	纜	lǎn	缆车，电缆，光缆		
懒	懶	lǎn	懒惰，偷懒		
朗	朗	lǎng	朗诵，朗读，明朗，晴朗，开朗		
佬	佬	lǎu			
老	老	lǎu	老师，古老		
姥	姥	lǎu	姥姥	外祖母	
里	里	lǐ	里程碑，万里长城		
里	裡	lǐ	里面，心里		裏
李	李	lǐ	李子，行李		
理	理	lǐ	理论，道理		
鳢	鱧	lǐ	乌鳢	一种淡水鱼，也叫黑鱼	
礼	禮	lǐ	礼貌，礼物		
逦	邐	lǐ	迤逦		
锂	鋰	lǐ		化学元素3	
哩	哩	lǐ		英美制长度单位	
俚	俚	lǐ	俚语		
鲤	鯉	lǐ	鲤鱼		
澧	澧	lǐ	澧水，澧县	（水名，地名）	
醴	醴	lǐ		甜酒；甘美的泉水	
凛	凜	lǐn	凛冽，凛厉		
懔	懍	lǐn			
领	領	lǐng	领导，带领		
岭	嶺	lǐng	岭南，山岭		
令	令	lǐng	一令纸	（量词）	
篓	簍	lǒu	竹篓子		
搂	摟	lǒu	搂抱		
鲁	魯	lǔ	鲁莽，粗鲁		
虏	虜	lǔ	掳掠，俘虏		
卤	鹵	lǔ	卤水，卤素，卤莽		
卤	滷	lǔ	卤味，盐卤		鹵
橹	櫓	lǔ	桨橹		
掳	擄	lǔ	掳掠，掳夺		
垄	壟	lǔng	垄断市场		
笼	籠	lǔng	笼罩，笼统，笼络	（动词）指遮住，像笼子一样罩住	
拢	攏	lǔng	拉拢，靠拢，收拢	合在一起，聚起，总合，靠近	
陇	隴	lǔng		甘肃的别称	
嘛	嘛	ma·	喇嘛，有意见就提嘛	（助词）表示提醒、劝阻、显而易见、道理明显等语气；（藏语）对僧人、法师等的尊称	
吗	嗎	ma·	好吗，行吗，可以吗	（疑问助词）	
们	們	men·/mén	人们，他们，咱们		
么	麼	me·	什么，怎么，那么		麽
茉	茉	mwò	茉莉花		
陌	陌	mwò	陌生，阡陌		
蓦	驀	mwò	蓦地，蓦然	突然	
寞	寞	mwò	寂寞		
没	沒	mwò	没收，沉没		
靺	靺	mwò	靺鞨	古代一个少数民族	
沫	沫	mwò	泡沫，唾沫		
墨	墨	mwò	墨水，笔墨		
末	末	mwò	末期，周末		
万	万	mwò	万俟	（用于复姓万俟）	
莫	莫	mwò	莫名，莫非，莫大		
默	默	mwò	默契，幽默		
漠	漠	mwò	漠视，冷漠，沙漠		
貘	貘	mwò			獏
抹	抹	mwò	抹墙，拐弯抹角	绕过	
殁	歿	mwò	病殁，已殁	死亡	
镆	鏌	mwò	镆铘	古代宝剑名	
磨	磨	mwò	磨子，磨叨，磨房，磨车，磨面，石磨，电磨，推磨，磨豆腐，磨豆浆，磨麦子，磨过来，磨不过来，有钱能使鬼推磨	（名词）碾碎谷物的器具；（动词）用磨子碾平谷物	
脉	脈	mwò	脉脉，含情脉脉	互相对视的样子，互相凝视的样子	
模	模	mwó	模型，规模		
无	無	mwó	南无	（梵文音译词）	
磨	磨	mwó	磨刀，磨损，磨灭，磨难，磨光，磨功，磨墨，磨烦，磨牙，磨破，磨粉，磨细，磨练，折磨，研磨，穷磨，磨刀石，磨洋工，磨工夫，好事多磨，消磨间，百世不磨，磨成粉末，铁杵磨成针	摩擦	
蘑	蘑	mwó	蘑菇		
摩	摩	mwó	摩擦，观摩	接触，靠近，揉动，擦动	
膜	膜	mwó	膜拜	跪拜	
馍	饃	mwó	馍馍		
魔	魔	mwó	魔鬼，魔法，妖魔鬼怪		
摹	摹	mwó	摹写，摹仿		
谟	謨	mwó	宏谟	计策，计划	
膜	膜	mwó/mwò	隔膜，耳膜，脑膜，网膜，黏膜	人、动物、植物等体内部的薄皮形组织	
嬷	嬤	mwó/mā	嬷嬷	称呼年老的妇女	
摸	摸	mwō	摸头，抚摸		
抹	抹	mwǒ	抹黑，涂抹，抹杀，抹眼泪	涂，擦，去除	
面	麵	myàn	面条，炒面		麪
面	面	myàn	面部，脸面		
庙	廟	myàu	庙宇，宗庙		
妙	妙	myàu	微妙，美妙，奇妙	好，神奇	
棉	棉	myán	棉花，棉绒		
绵	綿	myán	绵延，连绵，缠绵	连续不断	
眠	眠	myán	睡眠，冬眠		
描	描	myáu	描写，素描		
瞄	瞄	myáu	瞄准		
苗	苗	myáu	苗芽，痘苗		
蔑	衊	myè	诬蔑		
篾	篾	myè	竹篾	薄竹片	
灭	滅	myè	灭绝，熄灭		
蔑	蔑	myè	蔑视，轻蔑		
蠛	蠛	myè			
谬	謬	myòu	谬论，荒谬		
喵	喵	myāu			
乜	乜	myē	乜斜	眯着眼睛	
哶	哶	myē			
缅	緬	myǎn	缅甸		
勉	勉	myǎn	勉励，勉强		
腼	靦	myǎn	腼腆		
冕	冕	myǎn	冠冕，加冕		
免	免	myǎn	免费，避免		
娩	娩	myǎn	分娩		
眄	眄	myǎn	眄视	斜视	
渑	澠	myǎn/mǐn	渑池	（地名）	
渺	渺	myǎu	渺小，渺茫	微小	
邈	邈	myǎu	邈然	远	
缈	緲	myǎu	缥缈		
藐	藐	myǎu	藐视	小	
秒	秒	myǎu	秒钟		
渺	淼	myǎu	渺茫，浩渺	水面广阔	
眇	眇	myǎu			
骂	罵	mà	骂人，叫骂		
脉	脈	mài	脉搏，山脉	动脉和静脉	
麦	麥	mài	麦片，大麦		
迈	邁	mài	迈步，豪迈		
卖	賣	mài	卖力，卖弄，拍卖，出卖		
曼	曼	màn	曼谷，阿曼		
慢	慢	màn	缓慢，傲慢		
漫	漫	màn	漫画，浪漫		
蔓	蔓	màn	蔓延，蔓草，蔓生，藤蔓	滋生，扩展	
幔	幔	màn	幔子，窗幔	挂在屋内的帐幕	
谩	謾	màn	谩骂	轻慢，不礼貌，不尊重	
嫚	嫚	màn	嫚辱，嫚易	轻视，瞧不起	
墁	墁	màn	墁地	用砖石铺地	
缦	縵	màn	缦帛	无花纹或图案的丝织品	
熳	熳	màn	烂熳	烂漫	
镘	鏝	màn		用来涂抹墙壁的工具；也指铜币、钱钞	
懋	懋	màu		勉励，勤勉，盛大	
耄	耄	màu	耄耋之年	年老，指八十或九十岁	
茂	茂	màu	茂盛，葱茂		
貌	貌	màu	貌似，礼貌		
袤	袤	màu	广袤	南北距离的长度	
帽	帽	màu	帽子，笔帽		
贸	貿	màu	贸易，外贸		
瑁	瑁	màu	玳瑁		
冒	冒	màu	冒险，感冒		
吗	嗎	má	干吗，有吗，要吗，吗玩意儿，要吗有吗	（方言）什么	
麻	痲	má	麻痹，麻风，麻疹		
嘛	嘛	má	干嘛，有嘛，要嘛，嘛玩意儿，要嘛有嘛	（方言）什么	
麻	麻	má	麻绳，麻木，麻痹，芝麻		蔴
蟆	蟆	má	蛤蟆		
埋	埋	mái	埋伏，掩埋		
霾	霾	mái	阴霾		
鳗	鰻	mán	鳗鱼		
瞒	瞞	mán	瞒过，隐瞒		
蛮	蠻	mán	蛮横，野蛮		
馒	饅	mán	馒头		
蔓	蔓	mán	蔓菁	芜菁，一种草本植物	
谩	謾	mán	欺谩	欺骗，蒙骗，蒙蔽	
鞔	鞔	mán/wǎn	鞔鼓，鞔鞋	用皮革做鼓，鞋等	
盲	盲	máng	盲人，文盲		
忙	忙	máng	忙碌，繁忙		
茫	茫	máng	茫然，迷茫		
芒	芒	máng	芒果，光芒		
氓	氓	máng	流氓		
铓	鋩	máng	锋铓		
锚	錨	máu	起锚，抛锚		
茅	茅	máu	茅草，名列前茅		
髦	髦	máu	时髦		
矛	矛	máu	矛盾，长矛		
毛	毛	máu	毛笔，羊毛		
牦	氂	máu/lí	牦牛		犛
妹	妹	mèi	妹妹，姐妹		
袂	袂	mèi	联袂，联袂饰演	衣袖，袖子	
昧	昧	mèi	暧昧		
寐	寐	mèi	梦寐以求，不寐		
媚	媚	mèi	媚外，谄媚		
魅	魅	mèi	魅力，鬼魅	鬼怪	
谜	謎	mèi	猜谜儿，破谜儿	（口语）谜语	
焖	燜	mèn			
闷	悶	mèn	烦闷，苦闷，闷闷不乐	心情不好，心烦	
孟	孟	mèng	孟子，孔孟		
梦	夢	mèng	梦想		
煤	煤	méi	煤气，采煤		
没	沒	méi	没有，还没，有没有		
酶	酶	méi	核糖酶		
莓	莓	méi	草莓，黑莓		
眉	眉	méi	眉毛，皱眉		
枚	枚	méi			
楣	楣	méi			
嵋	嵋	méi	峨嵋山		
玫	玫	méi			
梅	梅	méi	梅雨，酸梅		
霉	霉	méi	发霉，倒霉		黴
媒	媒	méi	媒体，传媒		
湄	湄	méi		岸边，水边	
糜	糜	méi	糜子，糜黍	穄子，一种黍类农作物	
门	門	mén	门口，大门		
扪	捫	mén	扪心自问	摸，按着	
蒙	蒙	méng	蒙恩，承蒙		
萌	萌	méng	萌芽，萌发		
蒙	矇	méng	蒙眬，蒙昧，蒙蒙	看不清	
盟	盟	méng	盟友，联盟，同盟		
曚	曚	méng	曚昽	日光不明	
檬	檬	méng	柠檬		
朦	朦	méng	朦胧	月光不明	
蒙	濛	méng	蒙蒙细雨，迷蒙，灰蒙蒙		
虻	虻	méng	牛虻	一种昆虫	
密	密	mì	密封，紧密		
觅	覓	mì	觅食，寻觅		
秘	秘	mì	秘密，秘书，神秘		祕
蜜	蜜	mì	蜜蜂，甜蜜		
泌	泌	mì	泌尿，分泌		
幂	冪	mì	幂数，乘幂	一个数字自乘若干次	
汨	汨	mì	汨罗江		
谧	謐	mì	静谧	安静	
嘧	嘧	mì	嘧啶	一种有机化合物	
鼏	鼏	mì		鼎的盖子	
宓	宓	mì	静宓	宁静，安静	
命	命	mìng	命运，生命		
蘼	蘼	mí	荼蘼		
谜	謎	mí	谜语，猜谜		
醚	醚	mí	二甲醚		
麋	麋	mí	麋鹿		
弥	瀰	mí	弥漫		
猕	獼	mí	猕猴		
弥	彌	mí	弥补，弥合		
迷	迷	mí	迷宫，沉迷		
糜	糜	mí	糜费，肉糜	浓的稀饭；烂，浪费	
縻	縻	mí	羁縻，縻系	牵引牛的绳子	
民	民	mín	民主，人民		
苠	苠	mín			
旻	旻	mín		秋天；天空	
岷	岷	mín	岷江，岷山，岷县	（地名）	
忞	忞	mín		势力	
珉	珉	mín			
缗	緡	mín			
玟	玟	mín/wén			
名	名	míng	名字，姓名		
明	明	míng	明白，说明		
鸣	鳴	míng	鸣叫，共鸣		
冥	冥	míng	冥冥，冥钞		
铭	銘	míng	铭记，座右铭		
瞑	瞑	míng	瞑目	合上眼睛	
茗	茗	míng	品茗	茶	
暝	暝	míng	暝色	黄昏；昏暗	
洺	洺	míng	洺河	（水名）	
螟	螟	míng	螟虫，螟蛉	一种昆虫	
溟	溟	míng	沧溟	海	
眸	眸	móu	眸子，眼眸		
谋	謀	móu	谋略，阴谋，不谋而合	计策，策划，商讨，设法寻求	
牟	牟	móu	牟利，牟取	想尽办法得到	
缪	繆	móu	未雨绸缪		
募	募	mù	募集，筹募		
幕	幕	mù	幕后，开幕		
暮	暮	mù	暮色，朝暮		
苜	苜	mù	苜蓿		
慕	慕	mù	羡慕		
睦	睦	mù	和睦		
木	木	mù	木头，麻木		
仫	仫	mù	仫佬族		
墓	墓	mù	墓碑，坟墓		
沐	沐	mù	沐浴		
牧	牧	mù	牧羊，游牧		
目	目	mù	目前，节目		
钼	鉬	mù		化学元素42	
穆	穆	mù	穆斯林，肃穆		
模	模	mú	模子，模样，字模		
妈	媽	mā	妈妈，舅妈，姨妈	母亲；对女长辈的称呼	
抹	抹	mā	抹布，抹桌子，抹下来	擦	
嫚	嫚	mān	嫚子	（方言）女孩子	
颟	顢	mān/mán	颟顸	糊涂，疏忽，不懂事理	
猫	貓	māu	猫眼，野猫		
闷	悶	mēn	闷热，闷声闷气	空气不流通以至感到不舒畅；不吭声	
蒙	矇	mēng	蒙蔽，蒙骗，蒙混，蒙着，蒙住，蒙事，蒙头转向	欺骗，乱猜，神智不清	
美	美	měi	美丽，鲜美		
每	每	měi			
镁	鎂	měi		化学元素12	
浼	浼	měi	央浼	请求，请托	
蜢	蜢	měng	草蜢		
懵	懵	měng	懵懂		
锰	錳	měng		化学元素25	
猛	猛	měng	猛烈，猛兽，凶猛		
勐	勐	měng	勐海	（地名）	
蠓	蠓	měng	蠓虫	一种吸血的昆虫，比蚊子小	
獴	獴	měng	獴哥，狐獴	一种哺乳动物	
蒙	蒙	měng/méng	蒙古，内蒙	蒙古，内蒙，蒙古族等的简称	
咪	咪	mī			
眯	瞇	mī	眯眼，眯缝		
哞	哞	mōu		（拟声词）牛叫声	
蚂	螞	mǎ	蚂蚁，蚂蟥		
玛	瑪	mǎ	玛瑙		
吗	嗎	mǎ	吗啡		
马	馬	mǎ	马上，骑马		
码	碼	mǎ	码头，号码		
犸	獁	mǎ	猛犸	毛象	
荬	蕒	mǎi	苣荬菜		
买	買	mǎi	买帐，购买		
满	滿	mǎn	满意，充满		
螨	蟎	mǎn	螨虫，尘螨	一种节肢动物	
蟒	蟒	mǎng	蟒蛇，巨蟒		
莽	莽	mǎng	莽撞，鲁莽		
铆	鉚	mǎu	铆钉，铆接，铆足了劲	用钉子把金属物连在一起	
卯	卯	mǎu	卯时	早晨五时到七时	
昴	昴	mǎu			
米	米	mǐ	米饭，稻米		
羋	羋	mǐ		（姓）	
脒	脒	mǐ	磺胺脒	一种有机化合物	
靡	靡	mǐ/mí	风靡，靡靡之音	奢侈，浪费	
闵	閔	mǐn		（姓）	
敏	敏	mǐn	敏感，过敏	迅速，灵活	
泯	泯	mǐn	泯灭，未泯	消除，丧失	冺
悯	憫	mǐn	怜悯	同情	
抿	抿	mǐn	抿嘴		
皿	皿	mǐn	器皿		
黾	黽	mǐn	黾勉	努力，尽力	
愍	愍	mǐn			
湣	湣	mǐn			
鳘	鰵	mǐn		鳕鱼的通称	
慜	慜	mǐn	慜念，慜顾	哀怜，怜悯	
闽	閩	mǐn/mín	闽江，闽南	（地名）	
酩	酩	mǐng/míng	酩酊大醉		
某	某	mǒu	某人		
拇	拇	mǔ	拇指，大拇指		
牡	牡	mǔ	牡丹，牡蛎		
母	母	mǔ	母亲，字母		
姆	姆	mǔ	保姆		
亩	畝	mǔ	公亩，地亩		
哪	哪	na·	天哪	（语气助词）表示惊讶或停顿	
呢	呢	ne·	哪儿呢，怎么办呢	（助词）表示疑问、确定、停顿、动作正在继续等	
懦	懦	nwò	懦夫，怯懦		
糯	糯	nwò	糯米		
诺	諾	nwò	诺言，承诺		
挪	挪	nwó	挪动，挪用		
娜	娜	nwó	婀娜，袅娜		
暖	暖	nwǎn	暖和，温暖		
虐	虐	nywè	虐待，暴虐	残暴	
疟	瘧	nywè	疟疾	蚊子传染的疾病；打摆子	
念	念	nyàn	念头，信念		
廿	廿	nyàn			
念	唸	nyàn	念书，默念		
酿	釀	nyàng	酿成，酝酿		
尿	尿	nyàu	尿盆，泌尿		
溺	溺	nyàu	便溺	尿，小便	
脲	脲	nyàu	硫脲	尿素，一种有机化合物	
年	年	nyán	年份，新年		
黏	黏	nyán	黏度，黏土，黏液，黏糊，黏稠，黏性，黏膜，黏着，黏附，黏接，黏住，黏合，黏结，发黏，很黏，黏着力	（形容词）像胶水一样有附着力	粘
鲇	鯰	nyán	鲇鱼		鮎
粘	粘	nyán		（姓）	
娘	娘	nyáng	娘子，姑娘		孃
聂	聶	nyè		（姓）	
嗫	囁	nyè	嗫嚅	嘴动着，吞吞吐吐，欲言又止的样子	
涅	涅	nyè	涅槃		
臬	臬	nyè	圭臬，奉为圭臬	把某些事物﹑言论信奉为依据的准则	
陧	隉	nyè	杌陧	不安定	
颞	顳	nyè	颞叶，颞骨		
啮	齧	nyè	啮齿类	咬，啃噬	囓
镊	鑷	nyè	镊子	拔除毛发等细小东西的工具	
孽	孽	nyè	孽障，造孽		
蹑	躡	nyè	蹑手蹑脚		
镍	鎳	nyè		化学元素28	
蘖	櫱	nyè	蘖酒，曲蘖	酿酒的曲	
拗	拗	nyòu	执拗，拗不过，脾气很拗	固执，不顺从	
牛	牛	nyóu	牛奶，吹牛		
衄	衄	nyù	鼻衄，齿衄	出血	衂
蔫	蔫	nyān	萎蔫	植物失去水份而萎缩；没精打采	
拈	拈	nyān/nyán	拈花惹草		
捏	捏	nyē	捏造，揉捏		
妞	妞	nyōu	妞儿，小妞	（方言）女孩子	
捻	捻	nyǎn		用手指搓转	
辇	輦	nyǎn		赶走，追赶	
碾	碾	nyǎn	碾米，碾碎		
撵	攆	nyǎn	撵走，撵出去	皇帝乘坐的车子	
鸟	鳥	nyǎu	鸟笼，候鸟		
袅	裊	nyǎu	袅娜，袅袅	柔软细长，缭绕，随风摆动	
扭	扭	nyǒu	扭转，扭捏		
纽	紐	nyǒu	纽约，枢纽		
忸	忸	nyǒu	忸怩		
钮	鈕	nyǒu	钮扣，电钮		
女	女	nyǔ	女人，少女		
钕	釹	nyǔ		化学元素60	
衲	衲	nà	老衲	和尚的衣服；和尚自称	
钠	鈉	nà		化学元素11	
捺	捺	nà	按捺不住	按，摁，用手重按	
纳	納	nà	纳税，纳闷，采纳		
那	那	nà	那里，那个，那年，那时，那地方，那棵树，那时候	（指定代名词）	
呐	吶	nà	呐喊，木呐		
娜	娜	nà	丽娜，安娜	（人名用字）	
耐	耐	nài	耐心，忍耐		
奈	奈	nài	无奈	如何，怎么办	
鼐	鼐	nài		大鼎	
萘	萘	nài		有机化合物，一种结晶状芳香烃	
难	難	nàn	难民，灾难	（名词）	
闹	鬧	nàu	闹市，闹剧，热闹，吵闹		
淖	淖	nàu		泥沼，烂泥	
拿	拿	ná			
南	南	nán	南方，南边，南面，南风，指南针		
男	男	nán	男人，少男		
楠	楠	nán			
喃	喃	nán	喃喃自语		
难	難	nán	难道，难题，艰难，困难	（形容词）	
囊	囊	náng	囊括，行囊	口袋	
馕	饢	náng		一种烤制的面饼	
铙	鐃	náu	铙钹	铜质的打击乐器	
挠	撓	náu	阻挠，百折不挠		
猱	猱	náu	猱犬，蠼猱	猿类	
讷	訥	nè	木讷	语言迟钝，不善言辞	
那	那	nè/nèi	那样，那么，那些人，那座楼，那会儿	（指定代名词）	
内	內	nèi	内部，国内		
嫩	嫩	nèn	嫩叶，娇嫩		
哪	哪	né/nwó	哪吒	（梵文音译词）	那
能	能	néng	能力，才能		
逆	逆	nì	逆转，逆向，叛逆		
匿	匿	nì	匿名，藏匿		
溺	溺	nì	溺水，溺死		
昵	暱	nì	昵称，亲昵		
腻	膩	nì	腻了，甜腻		
睨	睨	nì	睥睨，斜睨	斜眼看	
泥	泥	nì	泥古，泥墙，泥壁，拘泥，泥古不化	固执，拘束，死板，停留不前；涂抹，涂饰，用土、灰等涂抹墙壁或器物	
泞	濘	nìng	泥泞		
拧	擰	nìng	拧性，拧脾气	倔强，别扭	
宁	寧	nìng	宁可，宁愿，宁死不屈，宁缺毋滥	情愿	
佞	佞	nìng	佞臣，佞人	善辩，巧言谄媚	
宁	寧	nìng		（姓）	甯
铌	鈮	ní		化学元素41	
泥	泥	ní	泥土，泥巴，泥坑，泥泞，稀泥，水泥，污泥，烂泥，印泥，蒜泥，枣泥，肉泥，淤泥，土豆泥，泥牛入海，拖泥带水	水和土合成的半固体；像泥的东西	
猊	猊	ní	狻猊	狮子	
怩	怩	ní	忸怩		
倪	倪	ní	端倪		
尼	尼	ní	尼姑		
霓	霓	ní	霓虹灯		蜺
呢	呢	ní	呢子，呢料，呢绒，毛呢，厚呢，呢喃	一种毛织品	
坭	坭	ní	白坭	（地名）	
鲵	鯢	ní	鲵鱼，大鲵	一种像蜥蜴的两栖类动物	
您	您	nín			
柠	檸	níng	柠檬		
凝	凝	níng	凝固，凝视		
拧	擰	níng	拧毛巾，拧衣服，拧绳子，拧一把	用手向相反的方向转动	
咛	嚀	níng	叮咛		
狞	獰	níng	狞笑，狰狞		
宁	寧	níng	宁静，安宁，息事宁人，坐卧不宁	安静，平静，安定	
怒	怒	nù	怒火，发怒		
弄	弄	nùng	弄错，愚弄		
奴	奴	nú	奴隶，守财奴		
驽	駑	nú	驽钝，驽马	低劣，软弱，不好，愚钝，劣马	
农	農	núng	农田，茶农		
脓	膿	núng	脓包，出脓		
浓	濃	núng	浓密，香浓		
侬	儂	núng	你侬我侬，吴侬软语	（方言）你	
哝	噥	núng	哝哝，咕哝	小声说话	
南	南	nā	南无	（梵文音译词）	
那	那	nā		（姓）	
囡	囡	nān	小囡	（方言）小孩	
囔	囔	nāng	囔囔，嘟囔	说话声音小而听不清楚	
孬	孬	nāu	孬脾气，孬种	（方言）不好，怯弱	
哪	哪	něi	哪个	（疑问词，用于口语）	
馁	餒	něi	气馁	失去勇气	
妮	妮	nī/ní	妮子，婢妮	女孩子	
哪	哪	nǎ	哪里，哪儿，哪呢	（疑问词）	
乃	乃	nǎi	乃至	是	迺
氖	氖	nǎi		化学元素10	
奶	奶	nǎi	奶粉，牛奶		
腩	腩	nǎn	牛腩	腹部的肥肉	
赧	赧	nǎn	赧然	因羞愧而面红	
馕	饢	nǎng	馕嗓，馕糠，馕糟	拼命往嘴里塞食物	
恼	惱	nǎu	恼火，烦恼		
脑	腦	nǎu	脑子，大脑		
瑙	瑙	nǎu	瑙鲁，玛瑙		
你	妳	nǐ		代词，指对方（专指女性）	
拟	擬	nǐ	拟定，模拟，虚拟	模仿；起草	
你	你	nǐ		代词，指对方	
旎	旎	nǐ	旖旎，旖旎风情	柔和美丽	
拧	擰	nǐng	拧紧，拧开，拧螺丝，想拧了，越说越拧	控制住并转动	
弩	弩	nǔ			
努	努	nǔ	努力		
魄	魄	pwò	魄力，魂魄		
迫	迫	pwò	迫使，逼迫		
破	破	pwò	破坏，打破		
粕	粕	pwò	糟粕	酿酒剩下来的渣滓	
珀	珀	pwò	琥珀		
婆	婆	pwó	婆婆，外婆		
鄱	鄱	pwó	鄱阳湖	（地名）	
颇	頗	pwō	偏颇	偏，不正	
泊	泊	pwō	湖泊，水泊，血泊，梁山泊，罗布泊	湖	
泼	潑	pwō	泼辣，活泼		
钋	釙	pwō		化学元素84	
坡	坡	pwō	坡度，斜坡	倾斜的地方	
颇	頗	pwō/pwǒ	颇久，颇大，颇多，颇少，颇感兴趣，颇有诚意，颇不以为然	略微，稍，很，甚	
叵	叵	pwǒ	叵测，居心叵测	不可	
笸	笸	pwǒ	笸箩	盛谷物的器具	
骗	騙	pyàn	骗子，骗局，欺骗		
片	片	pyàn			
漂	漂	pyàu	漂亮	美，好看	
票	票	pyàu	票房，买票		
嘌	嘌	pyàu	嘌呤	一种有机化合物	
骠	驃	pyàu	骠国，骠人，骠信，骠骑，骠勇	古代国名，也指勇猛，或马奔跑的样子	
骈	駢	pyán	骈文	成双的东西	
便	便	pyán	便宜，大腹便便		
胼	胼	pyán	胼胝	手脚上的厚茧	
瓢	瓢	pyáu			
嫖	嫖	pyáu	嫖娼，嫖妓，嫖客		
朴	朴	pyáu		（姓）	
片	片	pyān	片子，唱片，影片，相片	（用于口语）指影片、唱片等	
偏	偏	pyān	偏见，偏偏，不偏不倚		
篇	篇	pyān	篇幅，一篇文章		
翩	翩	pyān	翩翩	很快地飞舞	
扁	扁	pyān	扁舟	小	
漂	漂	pyāu	漂浮，漂移，漂泊，漂流	浮在液体上；随风或液体流动	
飘	飄	pyāu			
缥	縹	pyāu	缥缈	隐隐约约，若有若无	
剽	剽	pyāu/pyàu	剽悍，剽窃		
瞥	瞥	pyē	瞥一眼		
撇	撇	pyē	撇开，撇掉，撇弃，撇下，撇油，撇在一边	抛弃，不顾，弃置不顾	
撇	撇	pyě	撇笔，撇号，撇嘴，左撇子，八字没一撇	向左斜下的汉字笔画	
瞟	瞟	pyǎu	瞟了你一眼，用眼角瞟瞟旁边		
漂	漂	pyǎu	漂洗，漂白，漂染	用水冲洗，或用化学药品使纺织品变白	
怕	怕	pà	怕苦，害怕		
帕	帕	pà	手帕		
派	派	pài	派遣，党派		
湃	湃	pài	澎湃		
哌	哌	pài	哌嗪	（译音用字）	
盼	盼	pàn	盼望，期盼		
判	判	pàn	判断，裁判		
畔	畔	pàn	河畔，湖畔		
叛	叛	pàn	叛徒，背叛		
拚	拚	pàn	拚命		
袢	袢	pàn	袷袢	一种对襟长袍	
胖	胖	pàng	胖子，肥胖		
疱	疱	pàu	疱疹		皰
炮	炮	pàu	炮轰，鞭炮		砲，礮
泡	泡	pàu	泡沫，泡子，泡汤，泡影，泡茶，泡水，泡菜，泡澡，泡饭，泡面，气泡，水泡，灯泡，浸泡，起泡，冒泡，发泡，泡吧，泡时间，肥皂泡，电灯泡	液体内有空气的球状物	
