啊	啊	a·	不錯啊，多美啊，快來啊，很好啊，小心啊	（助詞）表示贊歎、驚歎、疑問、肯定、辯解、催促，停頓、列舉等語氣	
憨	憨	hān	憨態，憨厚	傻，癡呆	
頇	顸	hān	頇實，顢頇	（口語）粗	
夯	夯	hāng	夯地	砸地基的工具；用夯砸地基	
蒿	蒿	hāo	青蒿，莪蒿		
薅	薅	hāo	薅草	（動詞）拔去雜草	
呵	呵	hē	呵護，呵氣		
喝	喝	hē	喝茶，喝水，喝粥	飲	
訶	诃	hē	訶子	一種常綠喬木	
嗬	嗬	hē		（歎詞）表示驚訝	
嘿	嘿	hēi	嘿嘿	（歎詞）表示驚異、讚歎，或用於招呼、提醒注意等	
黑	黑	hēi			
哼	哼	hēng	哼唱，哼歌，哼出來	（動詞）低聲歌唱	
亨	亨	hēng/héng	亨通，大亨		
很	很	hěn			
狠	狠	hěn	狠毒，兇狠		
訇	訇	hōng	阿訇		
薨	薨	hōng		諸侯或有爵位的大官死去	
轟	轰	hōng	轟動，炮轟		
烘	烘	hōng	烘乾		
哄	哄	hōng	哄傳，哄動，哄然，哄勸，亂哄哄，哄堂大笑，哄抬物價	許多人同時發出喧譁聲或大笑聲	
齁	齁	hōu	齁鹹，齁聲	太甜或太鹹的食物使喉嚨不舒服；（方言）非常，太過	
呼	呼	hū	呼吸，招呼		
乎	乎	hū	幾乎，似乎，在乎		
惚	惚	hū	恍惚		
糊	糊	hū	糊牆，糊泥，糊信封，糊燈籠，糊窟窿，糊頂棚	（動詞）黏貼，用糊狀物塗抹	
忽	忽	hū	忽然，疏忽		
昏	昏	hūn	昏迷，發昏		
葷	荤	hūn			
婚	婚	hūn	婚姻，結婚		
哈	哈	hǎ		（姓）	
海	海	hǎi	海洋，大海		
罕	罕	hǎn	罕見，稀罕		
喊	喊	hǎn	喊叫，呼喊		
好	好	hǎo	好處，好聽，好漢，良好	（形容詞）有利的，使人滿意的	
郝	郝	hǎo		（姓）	
哄	哄	hǒng	哄騙，哄人，哄孩子	逗弄，用假話騙人	
吼	吼	hǒu	吼叫，怒吼		
滸	浒	hǔ	水滸	靠近水邊的地方	
唬	唬	hǔ	嚇唬		
虎	虎	hǔ	老虎，馬虎，壁虎，猛虎		
琥	琥	hǔ	琥珀		
假	假	jià	假期，放假，度假	（名詞）	
駕	驾	jià	駕駛，御駕		
價	价	jià	價錢，減價		
稼	稼	jià	莊稼	農作物	
嫁	嫁	jià	嫁人，嫁妝，嫁禍		
架	架	jià	架橋，架子，書架，打架		
建	建	jiàn	建議，創建		
踐	践	jiàn	踐踏，實踐		
薦	荐	jiàn	推薦		
件	件	jiàn	事件，文件，零件		
箭	箭	jiàn	箭頭，射箭		
見	见	jiàn			
諫	谏	jiàn	進諫，從諫如流	規勸君主的話	
腱	腱	jiàn	肌腱		
濺	溅	jiàn	濺水，噴濺		
賤	贱	jiàn	下賤		
澗	涧	jiàn	山澗		
艦	舰	jiàn	艦艇，旗艦		
鍵	键	jiàn	鍵盤，關鍵		
健	健	jiàn	健康		
劍	剑	jiàn	劍柄，利劍		
餞	饯	jiàn	餞行，蜜餞		
間	间	jiàn	間接，間斷，間諜，間隔，間隙		
鑑	鉴	jiàn	鑑別，鑑於，印鑑，年鑑，圖鑑		鑒
監	监	jiàn	太監		
漸	渐	jiàn	漸漸		
僭	僭	jiàn	僭越，僭建物	超越本分	
毽	毽	jiàn	毽子，踢毽子，雞毛毽	一種用腳連續踢的體育用品	
降	降	jiàng	降落，降價，下降		
醬	酱	jiàng	醬油，辣醬，果醬		
絳	绛	jiàng	絳紗	赤色，大紅色	
匠	匠	jiàng	木匠，石匠		
將	将	jiàng	將官，將領，將帥，將校，將士，將兵，上將，中將，少將	（軍銜名）高級軍官；（書）帶領，統領	
強	强	jiàng	強嘴，倔強	執拗，固執，不屈服，不聽勸，強硬不屈	
犟	犟	jiàng	犟脾氣，犟牛筋	倔強，脾氣固執	
糨	糨	jiàng	糨糊，糨子	形容液體很濃、很稠	
轎	轿	jiào	轎車，轎子	舊時的交通工具，多由人抬著走	
較	较	jiào			
教	教	jiào	教育，教學，教師，教練，教授，教員，教材，教室，教具，教務，教導，教養，教主，教會，教義，管教，請教，施教，宗教，信教，教徒，因材施教	教育，宗教；使，命令	敎
覺	觉	jiào	睡覺，午覺	（名詞）指睡眠	
校	校	jiào	校對，校正，校改，校訂，校勘，校稿，校樣	糾正，訂正，改正	
叫	叫	jiào			
窖	窖	jiào	地窖		
嚼	嚼	jiào	倒嚼，反嚼，回嚼	反芻	
醮	醮	jiào		嫁；古代結婚時用酒祭神的禮	
藠	藠	jiào	藠頭，藠子	薤	
滘	滘	jiào	道滘，何滘，雙滘墟	（地名）	
酵	酵	jiào/xiào	酵母，發酵		
頰	颊	jiá	臉頰		
莢	荚	jiá			
蛺	蛱	jiá	蛺蝶		
郟	郏	jiá	郟縣	（地名）	
夾	夹	jiá	夾襖，夾被	雙層的衣被等	裌，袷
戛	戛	jiá	戛然而止		
嚼	嚼	jiáo	嚼舌，嚼食，嚼子，嚼不爛，細嚼慢嚥，咬文嚼字，味同嚼蠟	用牙齒咬碎食物	
蚧	蚧	jiè	蛤蚧		
介	介	jiè	介意，介紹		
借	借	jiè	借錢，借書		
界	界	jiè	界限，世界，境界		
戒	戒	jiè	戒備，戒指，殺戒		
屆	届	jiè	屆期，首屆		
芥	芥	jiè	芥末	芥菜	
疥	疥	jiè	疥瘡，疥癬		
藉	藉	jiè	草藉，枕藉，慰藉，蘊藉	墊，襯；墊在下面的東西	
誡	诫	jiè	訓誡，告誡，十誡		
解	解	jiè	解送，解款，押解，起解	押送	
骱	骱	jiè	脫骱	骨節與骨節銜接的地方	
藉	借	jiè	藉口，藉故，藉機，藉助，藉詞，藉著，藉以，藉端，憑藉，藉著權勢	假託，假借，依賴，依靠	
褯	褯	jiè	褯子	尿布	
孑	孑	jié	孑孓		
傑	杰	jié	傑出，豪傑		
羯	羯	jié	羯羊，摩羯	騸過的公羊，閹過的公羊	
截	截	jié			
節	节	jié	節日		
潔	洁	jié	潔淨，清潔，潔癖		
捷	捷	jié	捷徑，快捷		
婕	婕	jié			
拮	拮	jié	拮据	艱苦困頓，處境窘迫	
睫	睫	jié	睫毛		
竭	竭	jié	竭力，衰竭		
頡	颉	jié	倉頡		
桀	桀	jié	桀驁不馴		
劫	劫	jié	劫持，浩劫		刦，刼，刧
結	结	jié	結論，連結		
詰	诘	jié	詰問，盤詰		
桔	桔	jié	桔梗，桔槔		
偈	偈	jié		勇武	
訐	讦	jié	訐人之短，攻訐	揭發，揭露，指責別人的缺點	
劼	劼	jié			
鷲	鹫	jiù			
舊	旧	jiù	舊時，破舊		
舅	舅	jiù	舅舅，小舅		
救	救	jiù	救命，營救		
就	就	jiù	就職，成就		
疚	疚	jiù	內疚，愧疚		
咎	咎	jiù	引咎，歸咎		
廄	厩	jiù	馬廄		
柩	柩	jiù			
臼	臼	jiù			
家	家	jiā	家人，國家		
佳	佳	jiā	佳節，欠佳	美，好	
珈	珈	jiā	瑜珈		
嘉	嘉	jiā			
迦	迦	jiā	釋迦牟尼		
茄	茄	jiā	雪茄	（音譯用字）	
枷	枷	jiā	枷鎖	舊時套在脖子上的刑具；束縛	
加	加	jiā	加油，更加		
伽	伽	jiā	伽利略	音譯用字	
傢	家	jiā	傢具，傢伙		
袈	袈	jiā	袈裟	和尚披在外面的法衣	
痂	痂	jiā		凝結在傷口錶面的塊狀物	
鎵	镓	jiā		化學元素19	
葭	葭	jiā	葭莩	初生的蘆葦	
跏	跏	jiā	跏趺	盤腿而坐	
筴	䇲	jiā		古代指筷子	梜
㹢	㹢	jiā	㺢㹢狓	一種動物	
豭	豭	jiā	公豬		
夾	夹	jiā/jiá	夾子，夾攻，文件夾	從兩個方向加壓力	
浹	浃	jiā/jiá	汗流浹背	濕透，浸濕	
尖	尖	jiān	尖叫，指尖		
肩	肩	jiān	肩膀		
間	间	jiān	時間，空間，房間		
堅	坚	jiān	堅定，堅持，堅硬		
兼	兼	jiān	兼任，兼容，兼職		
艱	艰	jiān	艱難		
監	监	jiān	監督，監視，監聽，監獄，監牢		
奸	奸	jiān	奸臣，漢奸		
煎	煎	jiān	煎熬		
姦	奸	jiān	姦夫，強姦		
箋	笺	jiān	信箋，便箋	寫信或題詞用的紙	
鶼	鹣	jiān	鶼鰈情深	古代傳說中的一種鳥	
殲	歼	jiān	殲滅		
緘	缄	jiān	緘口，緘默		
犍	犍	jiān	犍牛	閹割過的公牛	
搛	搛	jiān	搛菜，搛出來	用筷子、鉗子等夾東西	
菅	菅	jiān	菅茅，草菅人命	一種多年生草本植物；茅草	
鰹	鲣	jiān	鰹魚，正鰹	一種熱帶魚	
韁	缰	jiāng	韁繩		
僵	僵	jiāng	僵硬		
漿	浆	jiāng	豆漿		
將	将	jiāng	將軍，將來，將要，將就，將近，即將，將信將疑	（介詞、副詞、連詞）快要；把；又，且；拿，用；調養；（象棋）攻擊對方的將或帥	
殭	僵	jiāng	殭屍		
江	江	jiāng	江水，長江		
疆	疆	jiāng	疆土，邊疆，新疆		
薑	姜	jiāng	薑餅，老薑		
姜	姜	jiāng		（姓）	
茳	茳	jiāng	茳芏	席草，一種莖可用來織席等的草本植物	
交	交	jiāo	交通，交易		
焦	焦	jiāo	焦慮，燒焦		
驕	骄	jiāo	驕傲		
跤	跤	jiāo	摔跤		
郊	郊	jiāo	郊外，郊區		
蛟	蛟	jiāo	蛟龍		
椒	椒	jiāo	辣椒		
礁	礁	jiāo	珊瑚礁，暗礁，觸礁		
膠	胶	jiāo	橡膠		
茭	茭	jiāo	茭白		
教	教	jiāo	教書，教中文，教音樂	傳授知識或機能給別人	敎
嬌	娇	jiāo	嬌嬈，嬌柔，嬌氣，嬌生慣養，撒嬌	柔美可愛，寵愛，嬌氣，柔弱	
澆	浇	jiāo	澆水，澆花		
蕉	蕉	jiāo	香蕉，芭蕉		
鮫	鲛	jiāo		鯊魚	
皆	皆	jiē			
接	接	jiē	接受，迎接		
街	街	jiē	街口，逛街		
階	阶	jiē	階段，台階		
揭	揭	jiē	揭發，揭開，揭穿		
癤	疖	jiē	癤子	小瘡	
秸	秸	jiē	秸稈，麥秸	農作物收割以後的莖	
嗟	嗟	jiē	嗟歎，嗟悔，嗟來之食	招呼聲，或歎息聲	
結	结	jiē	結實，結巴，結果	植物長出果實	
解	解	jiě	解釋，解決，解答，解渴，解約，瞭解，不解，瓦解，註解	分開，分裂，說明，打開，消除	
姐	姐	jiě	姐姐，大姐，小姐		
鬮	阄	jiū			
鳩	鸠	jiū	斑鳩		
糾	纠	jiū	糾正，糾紛，糾纏		
揪	揪	jiū			
揫	揫	jiū		收攏，聚集	
究	究	jiū/jiù	究竟，研究		
甲	甲	jiǎ			
賈	贾	jiǎ		（姓）	
胛	胛	jiǎ	肩胛	肩膀後方的部位	
假	假	jiǎ	假設，虛假，造假	（形容詞）	
鉀	钾	jiǎ		化學元素19	
斝	斝	jiǎ		古時一種用來盛酒的器皿	
檟	槚	jiǎ		古書上指楸樹或茶樹	
瘕	瘕	jiǎ	瘕聚，癥瘕	中醫指腹內結塊的病癥	
岬	岬	jiǎ	岬角，海岬	伸向水中的尖形陸地	
減	减	jiǎn			
撿	捡	jiǎn	撿起		
柬	柬	jiǎn	柬帖		
鹼	碱	jiǎn	鹼性，燒鹼		礆，硷
簡	简	jiǎn	簡單		
儉	俭	jiǎn	儉約，省儉，節儉		
翦	翦	jiǎn		（姓）	
檢	检	jiǎn	檢查		
瞼	睑	jiǎn	眼瞼	眼皮	
鐧	锏	jiǎn	撒手鐧		
剪	剪	jiǎn	剪刀		
繭	茧	jiǎn			
揀	拣	jiǎn			
筧	笕	jiǎn	筧橋鎮	（地名）田間引水的長竹管	
戩	戬	jiǎn	戩穀，戩福	福，幸福，福祿，吉祥	
蹇	蹇	jiǎn	蹇澀，跛蹇	跛腳，遲鈍，行動不便，不順利，不流利	
講	讲	jiǎng	講話		
獎	奖	jiǎng	獎勵，獎品，中獎		
蔣	蒋	jiǎng		（姓）	
槳	桨	jiǎng	船槳		
姣	姣	jiǎo	姣好	相貌美好	
絞	绞	jiǎo	絞痛		
皎	皎	jiǎo	皎潔	潔白清亮，明亮，光明	
僥	侥	jiǎo	僥倖		
攪	搅	jiǎo	攪拌		
剿	剿	jiǎo	剿除，圍剿	滅絕，討伐	
腳	脚	jiǎo			
餃	饺	jiǎo	餃子，水餃		
鉸	铰	jiǎo	鉸孔，鉸開，鉸刀，鉸鏈，鉸接	（動詞）用剪刀剪或切削；（名詞）剪刀；合頁	
角	角	jiǎo	角落，牛角，口角		
繳	缴	jiǎo	繳費	交納	
狡	狡	jiǎo	狡猾，狡詐		
矯	矫	jiǎo	矯正	糾正	
佼	佼	jiǎo	佼佼者	美好，出眾	
窘	窘	jiǒng	窘迫，困窘		
迥	迥	jiǒng	迥異		
炯	炯	jiǒng	炯炯有神		
炅	炅	jiǒng		日光，光明，明亮，熱	
酒	酒	jiǔ	酒店，喝酒		
九	九	jiǔ		（數字）	
灸	灸	jiǔ	針灸，艾灸		
久	久	jiǔ			
韭	韭	jiǔ	韭菜		
玖	玖	jiǔ		數字“九”的大寫	
卷	卷	juàn		（名詞）	
眷	眷	juàn	眷戀，家眷		
倦	倦	juàn	厭倦，疲倦		
絹	绢	juàn	絹花，手絹		
雋	隽	juàn	雋語，雋永	言論、文章等意味深長	
圈	圈	juàn	豬圈，羊圈，牛圈	養豬羊等牲畜的柵欄	
鄄	鄄	juàn	鄄城	（地名）	
倔	倔	juè	倔脾氣，老倔頭，倔頭倔腦		
獗	獗	jué	猖獗		
抉	抉	jué	抉擇		
嚼	嚼	jué	咀嚼，過屠門而大嚼	（用於合成詞和成語）用牙齒咬碎食物	
厥	厥	jué	暈厥	昏倒	
倔	倔	jué	倔強		
訣	诀	jué	訣竅，秘訣		
攫	攫	jué	攫奪	用爪子抓取，奪取	
爵	爵	jué	爵士，公爵		
覺	觉	jué	覺得，感覺	（動詞）指感想、發覺	
蕨	蕨	jué	蕨類植物		
決	决	jué	決定，解決		
橛	橛	jué	木橛子		
角	角	jué	角色，角逐，主角，配角		
絕	绝	jué	絕對，謝絕		
崛	崛	jué	崛起	突起，興起	
孓	孓	jué	孑孓		
掘	掘	jué	掘井，挖掘		
蹶	蹶	jué	一蹶不振		
玦	玦	jué	佩玦	一種佩帶的玉器，半環形而有缺口	
桷	桷	jué	桷杙，椽桷	方形的椽子，方形的屋椽	
珏	珏	jué		雙玉，合在一起的兩塊玉	
矍	矍	jué	矍鑠，矍矍	驚視的樣子，驚惶四顧的樣子	
鵑	鹃	juān	杜鵑，杜鵑花		
娟	娟	juān	娟秀，娟麗	秀麗，優美	
捐	捐	juān	捐款，募捐		
涓	涓	juān	涓滴，涓涓	細小的流水	
鐫	镌	juān	鐫刻	雕刻	
蠲	蠲	juān	蠲免	免除	
圈	圈	juān	圈禁，圈起來	關閉，把家禽或家畜圍起來	
撅	撅	juē	撅嘴	翹起	噘
蹶	蹶	juě	蹶子，尥蹶子		
捲	卷	juǎn		（動詞）	
伎	伎	jì	伎倆		
技	技	jì	技巧，科技		
既	既	jì	既然		
鯽	鲫	jì	鯽魚		
髻	髻	jì	髮髻		
季	季	jì	季節，淡季		
妓	妓	jì	妓院，歌妓		
劑	剂	jì	藥劑師，防腐劑		
濟	济	jì	濟貧，經濟，無濟於事		
悸	悸	jì	心悸，心有餘悸		
覬	觊	jì	覬覦		
紀	纪	jì	紀實，世紀		
暨	暨	jì		和，與，及	
芰	芰	jì	芰荷，芰荷映水		
祭	祭	jì	祭品，拜祭		
稷	稷	jì	社稷		
冀	冀	jì	冀圖，希冀		
忌	忌	jì	忌諱，禁忌		
寄	寄	jì	寄生，郵寄		
計	计	jì	計算，設計		
霽	霁	jì	雨霽		
記	记	jì	記得，筆記		
薊	蓟	jì			
驥	骥	jì	老驥伏櫪	好馬，千里馬	
繼	继	jì			
際	际	jì	際遇，國際		
偈	偈	jì	偈語，偈子，偈頌，佛偈	佛經中的唱詞	
穄	穄	jì	穄子	糜子，一種黍類農作物	
薺	荠	jì	薺菜，其甘如薺	一種可入藥草本植物	
寂	寂	jì/jí	寂寞		
績	绩	jì/jī	成績，業績，偉績		
跡	迹	jì/jī	跡象，奇跡		蹟
繫	系	jì/xì	繫上，繫帶，繫馬，繫鞋帶	（白話）打結，連接，扣上，拴住，捆綁	
盡	尽	jìn	盡頭，用盡		
進	进	jìn	進行，進步，前進		
勁	劲	jìn	使勁，差勁，費勁，不對勁	力氣，效力，興趣	
晉	晋	jìn			
近	近	jìn	進來，最近		
燼	烬	jìn	灰燼		
靳	靳	jìn		吝惜	
縉	缙	jìn	縉紳	插，指插笏板，即做官	搢
禁	禁	jìn	禁止，禁忌，嚴禁	不准，不許	
覲	觐	jìn	朝覲	宗教徒朝拜聖地	
噤	噤	jìn	寒噤，噤若寒蟬	閉口不做聲	
妗	妗	jìn	妗子	舅母，或妻兄、妻弟的妻子	
藎	荩	jìn			
浸	浸	jìn/jīn	浸泡		
靜	静	jìng	靜止，安靜		
徑	径	jìng	路徑，捷徑，小徑		
鏡	镜	jìng			
靖	靖	jìng		安定，平定	
淨	净	jìng	淨化，潔淨		
敬	敬	jìng	敬重，尊敬		
脛	胫	jìng	脛骨，不脛而走		
竟	竟	jìng	竟然，竟敢		
逕	径	jìng	大相逕庭		迳
境	境	jìng	境界，邊境		
痙	痉	jìng	痙攣		
競	竞	jìng	競爭		
勁	劲	jìng	勁敵，強勁	堅強有力	
靚	靓	jìng	靚衣，靚妝	妝飾或打扮艷麗、美好	
婧	婧	jìng			
級	级	jí	級別，高級		
岌	岌	jí	岌岌可危		
瘠	瘠	jí	貧瘠		
急	急	jí	急忙，緊急		
楫	楫	jí	舟楫	划船用的槳	
極	极	jí	極端，北極		
籍	籍	jí	籍貫，國籍，書籍，戶籍		
吉	吉	jí	吉利，吉祥		
輯	辑	jí	編輯，專輯，邏輯		
棘	棘	jí	棘手，荊棘		
汲	汲	jí	汲取，汲水	把低處的水打上來	
嫉	嫉	jí	嫉妒		
藉	藉	jí	狼藉，杯盤狼藉	凌亂，雜亂的樣子；（書）踐踏，凌辱，侮辱	
笈	笈	jí	秘笈	書籍，圖冊	
即	即	jí	即使，隨即		
亟	亟	jí	亟待解決，亟亟奔走	急迫，急切	
疾	疾	jí	疾病		
及	及	jí	及時，以及		
集	集	jí	集中，市集		
殛	殛	jí	雷殛，殛斃	殺死	
蒺	蒺	jí	蒺藜	一種植物	
革	革	jí	病革	急，危急	
句	句	jù			
距	距	jù	距離，差距		
劇	剧	jù	劇情，戲劇		
巨	巨	jù	巨大，艱巨		鉅
俱	俱	jù	俱樂部		
颶	飓	jù	颶風		
懼	惧	jù	懼怕，恐懼		
踞	踞	jù	盤踞		
詎	讵	jù	詎料，詎知	豈，怎	
鋸	锯	jù	鋸齒，拉鋸		
據	据	jù	據說，證據		
炬	炬	jù	火炬，付之一炬		
聚	聚	jù	聚集，相聚		
苣	苣	jù	萵苣	萵苣	
具	具	jù	具有，工具		
拒	拒	jù	拒絕，抗拒		
遽	遽	jù	遽然，遽增	突然，倉促	
秬	秬	jù	秬黍，秬酒	黑黍	
峻	峻	jùn	峻峭，嚴峻	高而陡峭；嚴厲	
竣	竣	jùn	竣工	事情完畢	
駿	骏	jùn	駿馬	良馬	
俊	俊	jùn	俊秀，英俊	容貌美麗	
珺	珺	jùn		美玉	
郡	郡	jùn	郡縣		
浚	浚	jùn	浚河，浚渠，浚井，疏浚	疏通，挖深	濬
畯	畯	jùn		古代官名	
焌	焌	jùn		拿火來燒東西	
橘	橘	jú	橘子		桔
焗	焗	jú			
局	局	jú	局面，當局		
菊	菊	jú	菊花，雛菊		
鋦	锔	jú		化學元素96	
姬	姬	jī	姬妾，虞姬		
畿	畿	jī	畿輔，京畿	首都附近的地區	
雞	鸡	jī	雞蛋，火雞		鷄
覊	羁	jī	覊絆，不覊		羈
幾	几	jī	幾乎	非常接近	
璣	玑	jī	珠璣，璇璣	不圓的珠子	
箕	箕	jī	畚箕		
機	机	jī	機會，危機		
嵇	嵇	jī	滑稽，無稽之談	（姓）	
唧	唧	jī	唧筒	用水噴	
躋	跻	jī	躋身，成功躋身國際	登，上升	
基	基	jī	基本，地基		
齏	齑	jī	齏粉	切碎的醃菜；一種用薑、蒜、韭菜等碎末製成的調味品	
磯	矶	jī	洛磯山脈，洛杉磯		
飢	饥	jī	飢餓，充飢		饑
譏	讥	jī	譏嘲，譏諷，譏笑		
犄	犄	jī	犄角，犄角旮旯	稜角，角落，獸角	
屐	屐	jī	木屐		
肌	肌	jī	肌肉		
几	几	jī	茶几，窗明几淨	矮小的桌子	
稽	稽	jī	滑稽		
激	激	jī	激動，刺激		
積	积	jī	積極，累積		
乩	乩	jī			
嘰	叽	jī	嘰咕	象聲詞	
畸	畸	jī	畸形		
齎	赍	jī	齎志，齎賞	拿東西給人，贈送，攜帶，懷抱	
期	期	jī	期年，期月	一週年，一整月	
笄	笄	jī	笄冠，及笄	束髮用的簪子，也指古代婦女成年之禮	
仔	仔	jī	仔肩	責任，負擔	
奇	奇	jī	奇數，奇偶，有奇	單的，單數的	
芨	芨	jī/jí	芨芨草		
擊	击	jī/jí			
緝	缉	jī/qì	通緝令		
圾	圾	jī/sè	垃圾		
金	金	jīn	金屬，黃金		
筋	筋	jīn	筋肉，橡皮筋		觔
巾	巾	jīn	頭巾，手巾		
禁	禁	jīn	不禁，禁不起，情不自禁	承受，忍住，忍耐	
斤	斤	jīn	斤斤計較，半斤八兩		
津	津	jīn	津津有味，天津，無人問津	渡口	
今	今	jīn	今天，如今		
襟	襟	jīn	衣襟		
矜	矜	jīn	矜持		
菁	菁	jīng			
京	京	jīng	京城		
晶	晶	jīng	晶石，晶瑩，水晶		
兢	兢	jīng	戰戰兢兢，兢兢業業	小心謹慎	
經	经	jīng	經過，經濟，已經		
莖	茎	jīng	莖部，根莖，球莖		
旌	旌	jīng	旌旗	旗子	
涇	泾	jīng	涇渭分明		
精	精	jīng	精神，精華		
驚	惊	jīng	驚喜，吃驚		
荊	荆	jīng	荊棘，荊軻		
睛	睛	jīng	眼睛		
鯨	鲸	jīng	鯨魚		
腈	腈	jīng	腈綸	一種有機化合物	
粳	粳	jīng/gēng	粳稻	一種稻米類型	
居	居	jū	居民，鄰居		
駒	驹	jū	馬駒，驢駒	小馬、驢子、騾子等	
掬	掬	jū	笑容可掬	用兩手捧東西	
拘	拘	jū	拘束，無拘		
据	据	jū	拮据		
狙	狙	jū	狙擊		
車	车	jū	車馬炮，丟卒保車，小卒過河頂大車	象棋棋子的一種	
疽	疽	jū	疽食，壞疽	中醫指皮膚腫脹堅硬	
琚	琚	jū		一種佩帶在身上的玉	
裾	裾	jū			
鞠	鞠	jū/jú	鞠躬		
均	均	jūn	平均		
筠	筠	jūn		（地名）	
軍	军	jūn	軍隊，軍官		
君	君	jūn	君子，君主		
鈞	钧	jūn	千鈞一髮		
鋆	鋆	jūn		（人名用字）	
莙	莙	jūn	莙薘菜	一種蔬菜	
皸	皲	jūn	皸裂	皮膚音寒冷乾燥而開裂	
龜	龟	jūn	龜裂	皮膚音寒冷乾燥而開裂	
菌	菌	jūn/jùn	菌類，細菌		
幾	几	jǐ	幾何，幾個，幾點	表示二到九之間不確定的數目	
己	己	jǐ	自己，堅持己見		
擠	挤	jǐ	擠滿，擁擠		
戟	戟	jǐ	大戟，三叉戟		
濟	济	jǐ	濟南，濟寧，濟源，濟水，濟濟一堂	（地名）	
給	给	jǐ	給養，配給，自給自足	（用於複合詞和成語）	
蟣	虮	jǐ	蟣子	蝨子的卵	
脊	脊	jǐ/jí	脊椎，脊梁		
謹	谨	jǐn	謹慎		
緊	紧	jǐn	緊密，緊急，要緊		
錦	锦	jǐn	錦繡，集錦		
儘	尽	jǐn	儘量，儘管，儘快		
僅	仅	jǐn	僅僅，僅有		
堇	堇	jǐn	堇菜，三色堇	一種花	
饉	馑	jǐn	飢饉，年饉	蔬菜沒有收成	
瑾	瑾	jǐn		美玉	
景	景	jǐng	景色，風景		
阱	阱	jǐng	陷阱		
儆	儆	jǐng	殺雞儆猴		
井	井	jǐng	井水，油井		
警	警	jǐng	警告，警察，巡警		
憬	憬	jǐng	憧憬		
頸	颈	jǐng	頸椎，頭頸，瓶頸，長頸鹿	脖子	
璟	璟	jǐng		玉的光彩	
舉	举	jǔ	舉行，選舉		
蒟	蒟	jǔ	蒟蒻		
齟	龃	jǔ	齟齬	牙齒上下不整齊；爭執，彼此不合	
沮	沮	jǔ	沮喪		
咀	咀	jǔ	咀嚼		
矩	矩	jǔ	矩尺，規矩		
櫸	榉	jǔ	山毛櫸		
莒	莒	jǔ	莒縣	（地名）	
枸	枸	jǔ	枸櫞	一種植物	
挎	挎	kuà	挎斗	把東西掛在肩膀上、腰裡或者胳膊晚起來掛著東西	
跨	跨	kuà	跨越，橫跨		
胯	胯	kuà	胯下，腰胯		
快	快	kuài	快速，快樂		
膾	脍	kuài	膾炙人口	細切的肉	
塊	块	kuài			
筷	筷	kuài	筷子		
會	会	kuài	會計，會計師		
獪	狯	kuài	狡獪	詭詐，狡詐	
儈	侩	kuài	市儈，牙儈	買賣的中間人	
鄶	郐	kuài		（地名）	
噲	哙	kuài		吞嚥；咽喉	
